id_annonce;titre;description;prix;surface_m2;prix_m2;pieces;chambres;salles_de_bain;type_bien;ville;code_postal;quartier;balcon;terrasse;jardin;ascenseur;cave;nb_parkings;etage;nb_etages_immeuble;surface_terrain_m2;classe_energie;classe_ges;date_publication;date_modification;frais_a_charge;prix_hors_frais;bien_neuf;type_compte;annonce_pro;url
nestenn-1-99939424774;Toulon La Serinette appartement T5 en dernier étage avec terrasse;"TOULON SERINETTE<br>Dans une belle résidence sécurisée, magnifique appartement F5 au dernier étage vous offrant une cuisine meublée équipée semi-ouverte sur un double séjour donnant sur une terrasse de 13,7 m² sans vis à vis, trois chambres, une salle de bains et un WC séparé.<br>Les plus: parking privé collectif dans la résidence, cave, une loggia fermée;<br>Charges annuelles 2940 euros comprenant eau froide, chauffage, entretien copropriété, syndic.<br>Ce bien est soumis au statut de la coprop";274000.0;82.05;3339.43;4.0;3.0;1.0;Appartement;Toulon;83000;La Serinette - La Barre;0;0;0;0;1;1.0;4.0;5.0;;C;C;2026-02-12T17:24:44.921Z;2026-03-06T11:39:50.315Z;seller;274000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/nestenn-1-99939424774
hektor-lpaimmo-27260;T4/5 JARDIN - LA BARRE;Dans un écrin de verdure à proximité de La Serinette, superbe Rez de Jardin d'une superficie habitable de 100 m2 avec jardin privatif de 45 m2, Loggia, balcon et Terrasse au sein d'une copropriété Fermée, Entretenue et Arborée. Il se compose d'un vaste séjour/SAM traversant avec espace bureau ouvert sur une terrase couverte donnant sur le jardin, d'une belle cuisine lumineuse, 2 grandes chambres (possibilité 3ème) avec portes fenêtres dont une ouverte sur une loggia, un dressing & nombreux placa;282000.0;100.0;2820.0;4.0;2.0;;Appartement;Toulon;83000;La Serinette - La Barre;0;0;0;1;1;1.0;0.0;7.0;;E;E;1970-01-01T00:00:00.000Z;2026-02-03T09:36:30.065Z;seller;286460.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-lpaimmo-27260
ag440414-484798559;Appartement 4 pièce(s) 83 m2 avec vue;Nathalie Bonifai vous propose un bel appartement de 83m² avec une superbe vue sur la nature et sur les Monts toulonnais, au 4ème et dernier étage avec ascenseur d'une résidence arborée et fermée , au calme, située sur Toulon Est. Dès l'entrée , vous vous laisserez séduire par les espaces et la lumière de ce T3 composé d'une belle cuisine aménagée donnant sur la terrasse , d'un vaste salon de 30m² traversant , agrémenté d'une cheminée et donnant sur les 2 terrasses ( nord et sud) , de 2 chambres;290000.0;83.0;3493.98;4.0;2.0;;Appartement;Toulon;83100;La Serinette - La Barre;1;0;0;1;1;1.0;4.0;5.0;;C;A;1970-01-01T00:00:00.000Z;2026-03-03T22:49:01.794Z;seller;290000.0;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/ag440414-484798559
hektor-royal-immo-31116;Maiosn de plain pied avec cave et garage.;Sur 361 m2 de terrain, maison de plain pied de 67 m2 plus cave de 11 m2 et garage de 21 m2.<br> Le bien comprend: salon-séjour, cuisine, deux chambres, wc indépendant, salle d'eau, cellier avec accès cave. Garage indépendant.<br>;310000.0;67.0;4626.87;4.0;2.0;;Maison;Toulon;83100;La Serinette - La Barre;0;0;1;0;0;2.0;;2.0;360.0;E;F;2026-03-02T13:42:44.747Z;2026-03-02T14:40:45.638Z;seller;308600.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/house/hektor-royal-immo-31116
ag311656-515452877;Appartement rez de jardin de 105 M2;EXCLUSIVITÉ – TOULON LA SERINETTE Appartement traversant de 105 m², situé chemin de la Barre, dans le quartier recherché de La Serinette, à proximité immédiate des commodités. Configuration appréciable avec rez-de-jardin côté sud et 1er étage côté nord, avec ascenseur Le bien dispose d'un jardin privatif végétalisé et arboré, exposé sud. Il se compose d'une grande entrée avec porte blindée, d'une cuisine contemporaine équipée, d'une salle à manger ouverte sur le jardin* d'un salon-séjour spacieu;315000.0;105.0;3000.0;4.0;2.0;1.0;Appartement;Toulon;83000;La Serinette - La Barre;0;1;1;1;1;1.0;0.0;7.0;105.0;C;C;2026-02-25T02:37:50.800Z;2026-02-28T14:55:57.047Z;seller;315000.0;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/ag311656-515452877
hektor-royal-immo-30637;Beau T4 au calme quartier La Serinette.;Dans résidence sécurisée, arborée et au calme, le Parc de La Chartreuse, beau T4 de 85 m2 plus terrasse et balcon. Cave. Possibilité de garage en sus.<br> Le bien comprend: hall d'entrée, cuisine équipée, salon-séjour (ou 3ème chambre) donnant sur terrasse fermée, dégagement avec grands placards, deux chambres donnant sur balcon, wc et salle d'eau.<br>;339000.0;85.0;3988.24;4.0;2.0;;Appartement;Toulon;83000;La Serinette - La Barre;0;0;0;1;1;;2.0;5.0;;D;D;1970-01-01T00:00:00.000Z;2026-03-01T22:55:36.479Z;;339000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-royal-immo-30637
immo-facile-60006022;Serinette Maison de plain-pied avec 3 chambres;Il y a des maisons qui simplifient la vie.<br>Celles où tout est sur un seul niveau, où tout se fait à pied, et où l'on pose ses valises sans se poser de questions.<br>En plein coeur du quartier de la Serinette, cette maison de plain-pied entièrement rénovée offre un équilibre rare entre confort moderne et douceur de vivre. Ici, les commerces de proximité sont accessibles à pied, les trajets se raccourcissent, et le quotidien devient plus fluide.<br>Dès l'entrée, on découvre une atmosphère chale;345000.0;71.0;4859.15;4.0;3.0;;Maison;Toulon;83000;La Serinette - La Barre;0;0;1;0;0;;;;213.0;D;B;2026-02-21T13:12:59.903Z;2026-03-05T10:30:24.273Z;seller;345000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/house/immo-facile-60006022
hektor-grechimmo83000-113267;VENTE APPARTEMENT T4 TOULON LA SERINETTE;Dans une résidence fermée et sécurisée avec beau parc, superbe appartement en très bon état de type 4 de 85,2 m2 (Carrez), avec ascenseur, comprenant : hall d'entrée, salon/séjour de 31 m2 environ (possibilité 3ème chambre) sur terrasse ouest, cuisine indépendante aménagée et équipée, dégagement avec rangements, 2 chambres spacieuses, salle d'eau, wc indépendants. Cave. Possibilité garage en plus (20.000 EUR).<br> Les informations sur les risques auxquels ce bien est exposé sont disponibles sur;345000.0;85.2;4049.3;4.0;2.0;;Appartement;Toulon;83000;La Serinette - La Barre;0;1;0;1;1;;2.0;6.0;;D;D;1970-01-01T00:00:00.000Z;2026-03-01T22:29:17.075Z;seller;345000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-grechimmo83000-113267
hektor-2_GRECHTOULON2023-113267;VENTE APPARTEMENT T4 TOULON LA SERINETTE;Dans une résidence fermée et sécurisée avec beau parc, superbe appartement en très bon état de type 4 de 85,2 m2 (Carrez), avec ascenseur, comprenant : hall d'entrée, salon/séjour de 31 m2 environ (possibilité 3ème chambre) sur terrasse ouest, cuisine indépendante aménagée et équipée, dégagement avec rangements, 2 chambres spacieuses, salle d'eau, wc indépendants. Cave. Possibilité garage en plus (20.000 EUR).<br> Les informations sur les risques auxquels ce bien est exposé sont disponibles sur;345000.0;85.2;4049.3;4.0;2.0;;Appartement;Toulon;83000;La Serinette - La Barre;0;1;0;1;1;;2.0;6.0;;D;D;1970-01-01T00:00:00.000Z;2026-03-06T10:20:45.441Z;seller;345000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-2_GRECHTOULON2023-113267
iad-france-1942353;Vente Appartement 3 pièces;iad France - Kevin Larios vous propose: TOULON – SERINETTE / AGUILLON<br>Superbe appartement T3 de 78 m² (+ 35 m² hors carrez) dans une maison de maître – entièrement rénové – au calme <br>Situé dans le secteur très recherché de la Serinette / Aguillon, découvrez ce magnifique appartement de 78 m², situé dans une belle maison de maître alliant charme de l’ancien et rénovation contemporaine.<br>Un espace de vie lumineux et convivial<br>Rénové intégralement en 2024, cet appartement offre une pièce;369000.0;113.0;3265.49;3.0;2.0;;Appartement;Toulon;83000;La Serinette - La Barre;0;0;0;0;0;;2.0;3.0;;C;A;1970-01-01T00:00:00.000Z;2026-03-09T16:07:39.007Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1942353
hektor-Agence-Gambetta-1112;APPARTEMENT TYPE 5 RENOVE SERINETTE TERRASSE PARKING;A vendre à TOULON EST secteur la Serinette, dans une petite résidence au calme et bien entretenue. Appartement faux type 5 entièrement rénové situé au 1er étage il se compose d'une entrée, un doule séjour donnant sur terrasse, une cuisine séparée donnant sur balcon, trois chambres dont une suite parentale avec salle d'eau attenante, une salle de bain et une dressing. Cave en sous-sol et une place de parking privative. Climatisation, double vitrage. <br>;415000.0;90.0;4611.11;5.0;3.0;1.0;Appartement;Toulon;83000;La Serinette - La Barre;0;0;0;0;1;1.0;1.0;3.0;;C;C;2026-03-09T11:42:52.807Z;2026-03-09T14:08:27.816Z;seller;55000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-Agence-Gambetta-1112
ag832760-487133552;T4 SERINETTE;Un cadre de vie privilégié au cœur de Toulon vous attend avec ce superbe appartement T4 de 84,35 m², situé dans le très recherché quartier de La Serinette. Rare sur le marché, ce bien allie confort, modernité et emplacement idéal, à proximité immédiate des commerces, des écoles et des axes principaux. Situé au dernier étage d'une résidence de standing construite en 2011, avec ascenseur, il offre une terrasse plein sud de 58 m², sans vis-à-vis, baignée de lumière toute la journée. Le séjour spaci;450000.0;85.0;5294.12;4.0;3.0;1.0;Appartement;Toulon;83000;La Serinette - La Barre;0;0;1;1;0;0.0;3.0;4.0;;C;A;2026-02-18T09:11:22.983Z;2026-03-04T16:48:48.908Z;seller;450000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag832760-487133552
ag832778-513203336;TOULON PETIT BOIS CAP BRUN STUDIO DERNIER ETAGE EXPOSÉ SUD;Votre agence FONCIA vous propose en exclusivité dans le secteur recherché du cAP Brun un T1 31 M2 en bon état. Au coeur d'une résidence fermée, au calme absolu, type 1 situé au 3éme et dernier étage avec ascenseur, il se compose d'une entrée, une salle d'eau avec wc, une cuisine équipée ouvrant sur le séjour terrasse sud. Une cave et un parking privé complète ce lot. A visiter sans tarder Idéal investisseur ou 1er achat.;135000.0;29.0;4655.17;1.0;0.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;0;0;0.0;3.0;4.0;;E;B;2026-02-11T11:17:16.146Z;2026-02-11T11:17:16.146Z;seller;135000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag832778-513203336
ag832778-492074021;Appartement 26m² à vendre 139000€ - Toulon 83000;Votre agence FONCIA vous propose en exclusivité dans le secteur recherché du cAP Brun un T1 26 M2 en parfait état. Au coeur d'une résidence fermée, au calme absolu, agréable type 1 entièrement rénové, il se compose d'une entrée, une salle d'eau avec wc, une cuisine équipée ouvrant sur le séjour. Jardin privatif. Une cave et un parking privé complète ce lot. L'appartement est vendu meublé. Idéal investisseur ou 1er achat.;139000.0;26.0;5346.15;1.0;;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;1;0;0.0;0.0;6.0;;C;A;1970-01-01T00:00:00.000Z;2026-03-08T16:46:01.039Z;seller;139000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag832778-492074021
iad-france-1780412;Vente Appartement 2 pièces;iad France - Maxime Gomez vous propose: Au cOEur du quartier privilégié du Cap Brun, dans une copropriété préservée et protégée, vous trouverez cet appartement de type 2, situé au 1 er étage.<br>Il propose un bel espace de vie prolongée par une grande terrasse exposée Sud, avec vue sur le jardin très végétalisé.<br>La chambre lumineuse donne également sur le parc de la copropriété. <br>Aucun vis à vis sur l'appartement ou sa terrasse, et calme absolu. <br>Ascenseur.<br>Dans l'enceinte de la copr;215000.0;40.0;5375.0;2.0;1.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;1;0;1;0;;1.0;4.0;;C;A;1970-01-01T00:00:00.000Z;2026-02-25T17:12:16.188Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1780412
hektor-royalimmolavaletteduvar-31035;EXCLUSIVITÉ T2 51 m2 Toulon/Cap Brun;Toulon/Cap Brun Résidence calme & sécurisée Terrasse sud Parking + cave Proche plages Mourillon<br>Dans l'une des résidences les plus prisées et discrètes du Cap Brun, à deux pas des plages du Mourillon et des criques préservées, découvrez cet élégant T2 de ~51 m2 habitable sans vis-à-vis, au calme absolu.<br>Composition idéale :<br>Entrée <br>Séjour de 21 m2 lumineux ouvrant sur une terrasse plein sud <br>Cuisine indépendante entièrement équipée<br>Chambre spacieuse<br>Salle d'eau <br>Cave priv;242000.0;51.46;4702.68;2.0;1.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;0;1;;1.0;5.0;;D;C;2026-01-16T09:27:13.176Z;2026-02-18T16:30:32.114Z;seller;242000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-royalimmolavaletteduvar-31035
hektor-mourillon-387345;TOULON - PETIT BOIS;TOULON Petit bois - Lamague, dans une résidence trés recherchée, sécurisée, et au calme absolu, superbe appartement 2 pièces de 54 m2, traversant et lumineux, il se compose d'une belle entrée, d'un salon avec climatisation, donnant sur une terrasse de 7.5m2, d'une cuisine donnant sur un balcon, d'une chambre avec sa salle d'eau, d'un dressing et w-c. Vous pourrez aisément stationner votre voiture au sein de la résidence. Un terrain de tennis est également à votre disposition et la première plage;249000.0;54.0;4611.11;2.0;1.0;1.0;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;0;0;;2.0;4.0;;D;B;1970-01-01T00:00:00.000Z;2026-03-09T08:54:27.493Z;seller;249000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-387345
hektor-gustonimmobilier-5096;T2 38 m2 - Terrasse, piscine, parking et garage - Le Cap-Bru;TOULON CAP-BRUN : Dans une résidence récente de standing avec piscine et parc arboré, appartement de Type 2 de 38,08 m2 Loi Carrez, se composant d'un séjour avec cuisine US donnant sur une grande terrasse, une belle chambre, des toilettes et une salle de bain. Parking collectif et possibilité d'acquérir un garage.<br>;272000.0;38.5;7064.94;2.0;1.0;1.0;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;1;0;;1.0;3.0;;C;A;1970-01-01T00:00:00.000Z;2026-02-14T21:23:29.646Z;seller;272000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-gustonimmobilier-5096
hektor-dechatouville_toulon-5409;TOULON/PETIT BOIS - T3 rénové - Sans vis à vis;TOULON/PETIT BOIS - T3 possibilité meublé à 10/15 minutes à pied des plages du Mourillon - Exposé sud - Situé au 1 er 1/2 étage ( 16 marches ) d'une copropriétée fermée et sécurisée de 3 étages - Entrée - Séjour - 2 chambres - Cuisine entièrement équipée - Salle d'eau - wc séparés - Dressing - Parking collectif - Pas de vis à vis - Verdure - Boisé - Cave & Local à vélos.<br> TOULON/PETIT BOIS - South facing - 2-bedroom apartment located on the 1st floor of a closed and secure 3-story condominium;273000.0;63.0;4333.33;3.0;2.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;0;1;;1.0;4.0;;D;D;1970-01-01T00:00:00.000Z;2026-03-03T05:07:00.964Z;;273000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-dechatouville_toulon-5409
hektor-argentgroupimmo-903;2 pièces avec terrasse et parking;83000, Toulon, Cap Brun. Quartier le plus prisé de la ville, face à la anse de Méjean. Appartement 2 pièces de 41 m2 avec terrasse de 10 m2 et parking double commandé en sous-sol. Rez-de-jardin surélevé, vue dominante sur le parc, pièce à vivre de 20 m2 avec baie coulissante, cuisine ouverte, une chambre de 13 m2 et salle d'eau avec wc. Prestations de qualité. Résidence moderne et calme. Prix : 289000 euros (parking inclus)<br>;289000.0;41.0;7048.78;2.0;1.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;1;0;2.0;0.0;3.0;;A;A;1970-01-01T00:00:00.000Z;2026-03-03T14:05:18.188Z;;289000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-argentgroupimmo-903
ag942352-517542311;Appartement 2 pièces de 53 m² à Toulon Cap Brun;Découvrez ce superbe appartement de 2 pièces, niché dans le quartier très prisé du Cap Brun à Toulon. Offrant une surface de 53 m², ce bien en rez-de-jardin vous charmera par son vaste espace extérieur arboré, agrémenté de terrasses généreuses, parfait pour profiter d'un cadre de vie serein et verdoyant au sein d'une résidence recherchée avec ascenseur. Dès votre arrivée, vous serez accueilli par une pièce de vie lumineuse de 20 m², qui s'ouvre harmonieusement sur le jardin et une grande terrass;295000.0;53.0;5566.04;2.0;1.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;1;0;1;1;;;3.0;;C;A;2026-03-09T05:20:13.182Z;2026-03-09T05:20:13.182Z;seller;295000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag942352-517542311
hektor-mourillon-387129;TOULON Cap Brun - Appartement 3 pièces en rez-de-jardin avec;Découvrez ce magnifique appartement de 3 pièces, idéalement situé dans le quartier du Cap Brun à TOULON.<br>Dans une résidence récente de 2019, proche de la mer et des commodités.<br>L'intérieur se compose d'un vaste salon ouvert sur une cuisine aménagée, d'une salle de bain moderne et d'un espace nuit comprenant deux chambres confortables.<br>L'un des atouts majeurs de cet appartement est sa magnifique terrasse de 15m2 et un jardin privatif de 90m2.<br>Situé au rez-de-chaussée, cet appartement;345000.0;60.0;5750.0;3.0;2.0;1.0;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;1;0;;0.0;;;B;C;1970-01-01T00:00:00.000Z;2026-02-11T21:29:13.748Z;purchaser;325000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-387129
hektor-royalimmolavaletteduvar-30930;TOULON CAP BRUN SUPERBE T3 AVEC JARDIN DE 90 M2;Dans une résidence récente, calme et sécurisée, à deux pas des plages du Mourillon et des écoles, découvrez ce magnifique T3 de 60 m2 environ en rez-de-jardin exposé Ouest.<br>Idéalement agencé, il se compose :<br>D'une entrée,<br>D'un séjour lumineux avec cuisine américaine équipée ouvrant directement sur une grande terrasse et son jardin privatif de 90 m2 parfait pour profiter des beaux jours en toute tranquillité,<br>De deux belles chambres,<br>D'une salle de douche,<br>Et d'un garage fermé e;349000.0;59.0;5915.25;3.0;2.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;1;1;0;;0.0;2.0;90.0;B;C;1970-01-01T00:00:00.000Z;2026-02-13T04:28:11.081Z;seller;349000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-royalimmolavaletteduvar-30930
hektor-royalimmolavaletteduvar-30055;Cap-Brun : T3 dernier étage avec terrasse et garage;À vendre au Cap-Brun, dans l'un des quartiers les plus prisés de Toulon, découvrez ce T3 de 59 m2 en loi Carrez (68 m2 en surface totale) situé au 2ème et dernier étage d'une résidence récente, fermée et sécurisée, encore sous garantie décennale.<br> L'appartement se compose d'une cuisine aménagée et équipée ouverte sur une lumineuse pièce de vie, de deux chambres d'environ 11 m2 chacune, d'une salle d'eau moderne et d'un WC indépendant.<br> Un garage vient compléter ce bien. Aucuns travaux n'es;399000.0;68.04;5864.2;3.0;2.0;;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;1;0;;2.0;3.0;;A;B;1970-01-01T00:00:00.000Z;2026-03-09T10:38:42.492Z;seller;399000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-royalimmolavaletteduvar-30055
hektor-argentgroupimmo-904;3 pièces au calme avec terrasse et garages;RARE - 83000, Toulon, Cap Brun. Quartier le plus prisé de la ville, face à la anse de Méjean. Appartement 3 pièces de 63 m2 avec terrasse, balcon et deux garages en sous-sol. Premier étage (ascenseur), vue dominante sur le parc, entrée avec wc séparés et cellier, pièce à vivre de 22 m2 avec baie coulissante, cuisine ouverte, deux chambres (10 et 13 m2) et salle de bains. Prestations de qualité. Résidence moderne et calme. Prix : 423000 euros (garages inclus)<br>;423000.0;63.0;6714.29;3.0;2.0;1.0;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;1;0;1;0;;1.0;3.0;;A;A;1970-01-01T00:00:00.000Z;2026-03-03T14:05:25.816Z;;423000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-argentgroupimmo-904
hektor-argentgroupimmo-755;T3 pièces avec belle vue, terrasse et garage;RARE - 83000, Toulon, Cap Brun. Quartier le plus prisé de la ville, face à la anse de Méjean. Appartement 3 pièces de 63 m2 avec terrasse et garage double en sous-sol. Premier étage (ascenseur), vue dominante sur le Coudon, entrée avec wc séparés, pièce à vivre de 25 m2 avec baie coulissante, cuisine ouverte, deux chambres (10 et 12 m2) et salle de bains. Prestations de qualité. Résidence moderne et calme. Prix : 443000 euros (garage double inclus)<br> <br> <br>;443000.0;62.0;7145.16;3.0;2.0;1.0;Appartement;Toulon;83000;Le Cap Brun - Le Petit Bois;0;0;0;1;0;;1.0;3.0;;A;B;1970-01-01T00:00:00.000Z;2026-03-03T14:05:24.743Z;;443000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-argentgroupimmo-755
iad-france-1904674;Vente Appartement 1 pièce;iad France - Yann Kerbrat vous propose: Studio avec grande cour privative 45m² – Toulon Ouest<br>Situé en rez-de-chaussée d’une petite copropriété à faibles charges, ce studio de 21 m² se compose :<br>d’une pièce de vie<br>d’un coin cuisine<br>d’une salle d’eau avec WC<br>Son extérieur privatif de 45 m² permet d’aménager un véritable espace de vie supplémentaire : coin repas, détente ou jardin urbain.<br>- environnement résidentiel<br>- stationnement facile<br>- commerces et transports à proximi;99000.0;22.0;4500.0;1.0;;;Appartement;Toulon;83000;Le Fort Rouge;0;0;1;0;0;;0.0;2.0;50.0;D;B;1970-01-01T00:00:00.000Z;2026-03-06T16:01:24.318Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1904674
hektor-sixfours-388500;APPARTEMENT T2 TOULON OUEST;Sur les hauteurs de Toulon Ouest venez decouvrir cet appartement de type 3 d'environ 55m2 au 2éme etage.<br> Il se compose d'une entrée deservant la cuisisne aménagée/equipée, un salon/séjour donnant acces à une grande terrasse (possibilité de recréer une deuxieme chambre).<br> Une chambre et une salle d'eau avec wc.<br> Le + une magnifique vue dégagée et du stationnement au pied de l'immeuble.<br> Une cave compléte ce bien.<br>;149000.0;55.0;2709.09;3.0;1.0;;Appartement;Toulon;83200;Le Fort Rouge;0;0;0;0;1;;2.0;;;D;D;1970-01-01T00:00:00.000Z;2026-03-01T05:06:33.065Z;seller;149000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-sixfours-388500
nestenn-1-99939438573;Appartement d'Exception à Toulon Ouest - 3 Pièces, Vue Dégagée, Terrasse, Prix d'Exception;Toulon<br>À vendre, un appartement rare de 3 pièces, situé au 1er étage TOUT REFAIT , au coeur de Toulon Ouest. <br>Ce bien d'exception de 55 m² offre un séjour lumineux exposé plein sud-ouest, une cuisine aménagée et équipée, moderne, et une terrasse de 10 m² pour profiter pleinement du climat méditerranéen.<br>L'appartement est calme, sans vis-à-vis avec une très belle vue, Idéalement situé, à proximité immédiate des écoles maternelles et primaires ainsi que des commerces, pharmacies, parcs, e;169000.0;55.0;3072.73;3.0;2.0;;Appartement;Toulon;83200;Le Fort Rouge;0;0;0;1;1;;1.0;7.0;;D;D;2026-02-26T17:39:50.114Z;2026-03-06T11:39:57.396Z;seller;169000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/nestenn-1-99939438573
ag835694-466798136;Studio centre Mourillon;A SAISIR Toulon, au cœur du quartier du Mourillon, proche du marché, des commerces, dans une maison de ville élevée de 4 étages sur rez-de-chaussée, un Studio d'une superficie de 16m², lumineux situé au 2ème étage sans ascenseur. A Débattre;79000.0;16.0;4937.5;1.0;;;Appartement;Toulon;83000;Le Mourillon - La Mitre - Fort Lamalgue;0;0;0;0;0;;2.0;;;E;B;1970-01-01T00:00:00.000Z;2026-02-18T09:11:08.693Z;seller;79000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag835694-466798136
hektor-fontpre-318167;TOULON-LE Mourillon- Studio proche des commerces;Toulon - Le Mourillon - Situé au coeur du quartier prisé du Mourillon, ce studio se trouve au deuxième étage d'une copropriété bien entretenue.<br> Il se compose d'une pièce principale avec cuisine ouverte, d'une salle d'eau avec WC.<br> L'emplacement idéal permet de profiter de toutes les commodités à pied : commerces, marché et plages à quelques minutes seulement.<br> Un bien à ne pas manquer pour un mode de vie pratique et central.<br> D'autres Lots sont également disponibles dans cette copro;82000.0;17.0;4823.53;1.0;;;Appartement;Toulon;83000;Le Mourillon - La Mitre - Fort Lamalgue;0;0;0;0;0;;2.0;5.0;;D;B;1970-01-01T00:00:00.000Z;2026-02-07T21:23:36.598Z;seller;82000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-fontpre-318167
iad-france-2026548;Vente Appartement 1 pièce;iad France - Florence Godefroy vous propose: Studio 21 m² – Toulon Mourillon – Idéal investissement ou pied-à-terre – Proche plages et commerces<br>Situé au cOEur du très recherché quartier du Mourillon à Toulon, découvrez ce studio de 21 m², idéal pour un investissement locatif, location saisonnière ou pied-à-terre à deux pas de la mer.<br>Installé au 2ᵉ étage d’un petit immeuble de 3 étages, cet appartement se compose d’une pièce de vie lumineuse, d’un coin cuisine, d’une salle d’eau avec WC.<;109000.0;21.0;5190.48;1.0;;;Appartement;Toulon;83000;Le Mourillon - La Mitre - Fort Lamalgue;0;0;0;0;0;;2.0;4.0;;E;C;2026-03-09T13:57:01.027Z;2026-03-09T13:57:01.027Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-2026548
iad-france-1993749;Vente Appartement 1 pièce;iad France - Anne Desbois vous propose: Studio entièrement rénové – Mourillon – Plages à pied<br>Situé au calme au cOEur du quartier très recherché du Mourillon, ce studio bénéficie d’un emplacement privilégié, à proximité immédiate des plages, du port et des commerces.<br>D’une surface de 16,5 m², l’appartement est situé en rez-de-chaussée et a fait l’objet d’une rénovation complète.<br>Il est vendu entièrement aménagé et équipé, offrant une solution clé en main idéale pour :<br>•investissement;112000.0;17.0;6588.24;1.0;;;Appartement;Toulon;83000;Le Mourillon - La Mitre - Fort Lamalgue;0;0;0;0;0;;0.0;4.0;;C;B;2026-01-23T10:56:05.245Z;2026-03-06T15:55:09.948Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1993749
century-21-202_3648_802;;Appartement T2 Rue Castillon, Le Mourillon<br>Venez découvrir cet appartement situé au 3 et dernier étage d'une copropriété.<br>Ce T2 se compose d'une cuisine ouverte sur un salon, d'une chambre lumineuse, d'un bureau/dressing ainsi que d'une salle d'eau.<br>Une cour collective ainsi qu'une mansarde pour un espace de stockage supplémentaire viennent compléter ce bien.;112927.0;36.48;3095.59;2.0;1.0;0.0;Appartement;Toulon;83000;Le Mourillon - La Mitre - Fort Lamalgue;0;0;0;0;0;0.0;3.0;4.0;;E;C;2026-03-06T01:32:10.531Z;2026-03-06T01:32:10.531Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/century-21-202_3648_802
